# Logs the delay for querying a BGP feed in seconds.
# Data format: <BGP feed row number>    <Delay>
1	0.916957855225
2	0.831127166748
3	1.50465965271
4	0.695705413818
5	0.647068023682
6	0.56004524231
7	0.598192214966
8	0.519990921021
9	0.585317611694
10	0.489950180054
11	0.608921051025
12	0.706195831299
13	0.538110733032
14	0.446319580078
15	0.450849533081
16	0.643014907837
17	0.639677047729
19	0.529050827026
20	0.694036483765
22	0.473022460938
23	0.49090385437
24	0.636100769043
25	0.545024871826
26	0.449895858765
27	0.49877166748
28	0.437259674072
29	0.627040863037
30	0.507831573486
31	0.65803527832
33	0.475883483887
34	0.615119934082
35	0.473022460938
37	0.489950180054
38	0.478029251099
39	0.468015670776
40	0.71382522583
41	0.488996505737
42	0.480890274048
43	0.505208969116
44	0.614881515503
45	0.515937805176
46	0.544786453247
47	0.568628311157
48	0.689029693604
49	0.555992126465
50	0.533819198608
51	0.434875488281
52	0.460863113403
53	0.488996505737
54	0.491142272949
55	0.45108795166
56	0.452995300293
57	0.43797492981
58	0.470161437988
59	0.522136688232
60	0.669956207275
61	0.555038452148
62	0.56004524231
63	0.467777252197
64	0.478744506836
65	0.486135482788
66	0.638961791992
67	0.63681602478
68	0.558137893677
69	0.447988510132
70	0.606298446655
71	0.472068786621
72	0.455141067505
73	0.466823577881
74	0.757217407227
75	0.851392745972
76	0.676870346069
77	0.65803527832
78	0.491142272949
79	0.447034835815
80	0.45371055603
81	0.485897064209
82	0.518083572388
83	0.504970550537
84	0.491142272949
85	0.49614906311
86	0.626802444458
87	0.566005706787
88	0.471115112305
89	0.633955001831
90	0.569105148315
91	0.590085983276
92	0.480890274048
93	0.447750091553
94	0.446081161499
95	0.446796417236
96	0.443696975708
97	0.536203384399
98	0.766038894653
99	0.571966171265
100	0.513076782227
